Date,Open,High,Low,Close,Adj Close,Volume
2017/10/30,6621.78,6629.30,6460.05,6511.76,6511.76,83764175
2017/10/31,6496.69,6560.25,6496.69,6560.21,6560.21,62261436
2017/11/01,6559.52,6586.13,6547.85,6552.95,6552.95,64632776
2017/11/02,6541.61,6541.61,6476.37,6484.93,6484.93,67552347
2017/11/03,6477.82,6491.05,6395.46,6426.98,6426.98,68257102
2017/11/06,6432.07,6512.13,6408.36,6511.10,6511.10,66717600
2017/11/07,6508.21,6552.26,6498.39,6551.94,6551.94,72377674
2017/11/08,6544.59,6601.47,6534.16,6561.69,6561.69,73806798
2017/11/09,6562.36,6611.39,6558.49,6611.35,6611.35,68818466
2017/11/10,6599.65,6647.23,6593.03,6641.22,6641.22,80012497
2017/11/13,6644.69,6671.26,6624.67,6671.21,6671.21,84596712
2017/11/14,6664.61,6673.75,6588.25,6614.51,6614.51,84749061
2017/11/15,6592.76,6603.51,6505.99,6537.66,6537.66,73949181
2017/11/16,6529.31,6570.28,6511.90,6558.31,6558.31,67940159
2017/11/17,6549.22,6555.75,6359.52,6361.94,6361.94,89018972
2017/11/20,6330.91,6433.78,6239.32,6433.17,6433.17,70066705
2017/11/21,6420.39,6473.70,6397.36,6456.35,6456.35,67754580
2017/11/22,6456.32,6483.63,6391.46,6439.44,6439.44,70895924
2017/11/23,6427.58,6427.58,6274.51,6274.51,6274.51,75009732
2017/11/24,6250.06,6307.89,6243.96,6278.03,6278.03,59049056
2017/11/27,6269.23,6279.59,6186.03,6194.55,6194.55,59407491
2017/11/28,6188.09,6299.31,6188.09,6299.31,6299.31,56478234
2017/11/29,6293.25,6329.18,6245.06,6318.37,6318.37,76563915
2017/11/30,6303.92,6322.04,6248.18,6263.42,6263.42,60883355
2017/12/01,6259.96,6323.84,6256.23,6316.41,6316.41,54746282
2017/12/04,6311.22,6334.87,6272.67,6279.62,6279.62,60188169
2017/12/05,6265.79,6279.39,6099.41,6132.91,6132.91,69690232
2017/12/06,6116.16,6173.35,6053.24,6172.80,6172.80,60267213
2017/12/07,6156.35,6182.75,6130.83,6135.47,6135.47,53097972
2017/12/08,6128.12,6217.57,6126.38,6203.14,6203.14,55579244
2017/12/11,6214.64,6286.50,6214.64,6286.17,6286.17,61112906
2017/12/12,6281.14,6290.85,6233.21,6233.21,6233.21,56614397
2017/12/13,6224.78,6277.73,6217.79,6277.44,6277.44,50352001
2017/12/14,6273.61,6288.50,6247.68,6284.08,6284.08,55759240
2017/12/15,6274.10,6278.93,6214.65,6235.76,6235.76,61938112
2017/12/18,6229.74,6247.59,6179.03,6199.99,6199.99,53772190
2017/12/19,6200.93,6251.49,6200.71,6251.24,6251.24,52639308
2017/12/20,6244.06,6246.91,6188.32,6199.36,6199.36,57814532
2017/12/21,6191.78,6255.84,6148.82,6238.50,6238.50,59245859
2017/12/22,6236.23,6269.31,6235.23,6242.89,6242.89,55010644
2017/12/25,6244.86,6257.02,6170.68,6185.59,6185.59,61264712
2017/12/26,6179.56,6220.50,6148.10,6220.15,6220.15,57671656
2017/12/27,6213.24,6228.88,6168.13,6173.15,6173.15,64197529
2017/12/28,6163.96,6219.54,6157.11,6204.27,6204.27,65877542
2017/12/29,6201.46,6250.82,6201.46,6250.82,6250.82,57165631
2018/01/02,6263.15,6332.61,6258.16,6332.23,6332.23,73032235
2018/01/03,6331.72,6391.98,6324.26,6388.25,6388.25,83936745
2018/01/04,6380.27,6418.26,6375.51,6417.54,6417.54,80543690
2018/01/05,6414.77,6435.85,6397.29,6417.25,6417.25,81581018
2018/01/08,6413.87,6446.79,6393.88,6446.18,6446.18,89476929
2018/01/09,6441.68,6449.03,6425.03,6445.75,6445.75,75573217
2018/01/10,6443.46,6444.31,6361.10,6405.94,6405.94,80966974
2018/01/11,6391.90,6432.44,6371.54,6425.94,6425.94,78770071
2018/01/12,6418.83,6435.20,6387.78,6399.37,6399.37,77834558
2018/01/15,6391.37,6392.52,6236.56,6253.38,6253.38,91474032
2018/01/16,6245.15,6301.41,6245.11,6301.13,6301.13,79169734
2018/01/17,6288.02,6288.14,6202.32,6267.46,6267.46,84195503
2018/01/18,6253.06,6295.78,6253.06,6286.80,6286.80,65015293
2018/01/19,6284.60,6317.00,6261.24,6272.38,6272.38,71806742
2018/01/22,6264.76,6347.82,6248.31,6347.64,6347.64,72761169
2018/01/23,6342.69,6362.58,6330.46,6355.00,6355.00,66753886
2018/01/24,6353.30,6395.57,6322.92,6394.30,6394.30,77347727
2018/01/25,6386.80,6424.35,6380.84,6382.72,6382.72,81082937
2018/01/26,6374.10,6401.48,6368.90,6383.63,6383.63,69004549
2018/01/29,6385.04,6398.97,6295.90,6309.88,6309.88,84031161
2018/01/30,6301.35,6330.54,6300.46,6313.44,6313.44,70699688
2018/01/31,6277.74,6277.74,6170.16,6189.34,6189.34,80733495
2018/02/01,6181.00,6196.71,5984.28,5984.74,5984.74,94968524
2018/02/02,5937.62,6006.47,5844.46,6004.85,6004.85,83747561
2018/02/05,5927.74,6016.16,5907.47,5998.22,5998.22,74046519
2018/02/06,5886.35,5920.74,5702.85,5704.26,5704.26,92340709
2018/02/07,5805.96,5831.81,5630.09,5711.33,5711.33,85235997
2018/02/08,5695.67,5786.79,5691.29,5766.48,5766.48,62444797
2018/02/09,5631.96,5663.10,5490.63,5554.90,5554.90,84318842
2018/02/12,5581.71,5714.82,5581.71,5699.10,5699.10,57246494
2018/02/13,5731.15,5789.70,5727.75,5736.95,5736.95,57208634
2018/02/14,5741.88,5761.77,5712.88,5754.83,5754.83,41398222
2018/02/22,5800.95,5875.76,5797.91,5875.73,5875.73,59636107
2018/02/23,5877.72,5902.94,5848.52,5897.68,5897.68,62147850
2018/02/26,5926.42,6032.14,5917.62,6029.68,6029.68,83073987
2018/02/27,6025.88,6042.39,6000.88,6010.56,6010.56,77022158
2018/02/28,5967.90,6044.07,5939.64,6023.68,6023.68,70986917
2018/03/01,5987.36,6091.00,5974.12,6090.22,6090.22,73101773
2018/03/02,6053.48,6094.80,6044.26,6056.34,6056.34,73434829
2018/03/05,6066.68,6080.97,6031.98,6064.10,6064.10,67324693
2018/03/06,6077.37,6145.85,6070.72,6145.58,6145.58,83495767
2018/03/07,6133.95,6149.10,6082.58,6086.49,6086.49,74594129
2018/03/08,6073.67,6131.70,6073.67,6131.51,6131.51,67889911
2018/03/09,6131.13,6211.28,6131.01,6206.98,6206.98,85928341
2018/03/12,6230.81,6295.78,6230.39,6295.78,6295.78,97662276
2018/03/13,6285.80,6297.43,6251.40,6254.15,6254.15,84804758
